primary_function_no,primary_function_en,primary_topic_no,primary_topic_en,category,url,title,published_date,published_time,paragraph_type,paragraph_id,paragraph_nwords,doc_id,paragraph_uid,year,month
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,15,158,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p15,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,16,141,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p16,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,17,216,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p17,2025,2
Risiko / usikkerhet,Risk / uncertainty,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,18,19,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p18,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,19,6,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p19,2025,2
Risiko / usikkerhet,Risk / uncertainty,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,20,58,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p20,2025,2
Risiko / usikkerhet,Risk / uncertainty,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,21,28,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p21,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,22,3,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p22,2025,2
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,23,154,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p23,2025,2
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,24,23,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p24,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,25,5,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p25,2025,2
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,26,141,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p26,2025,2
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,27,22,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p27,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,28,5,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p28,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,29,40,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p29,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,30,36,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p30,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,31,19,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p31,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,32,6,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p32,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,33,136,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p33,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,34,152,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p34,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,35,13,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p35,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,36,3,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p36,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,37,77,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p37,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,38,113,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p38,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,39,32,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p39,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-27-nb-watch/,Norges Bank,2025-02-27,10:00,p,40,5,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_27_nb_watch__p40,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,6,19,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p6,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,7,15,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p7,2025,2
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,8,31,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p8,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,9,67,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p9,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,10,40,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p10,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,11,131,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p11,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,12,49,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p12,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,13,54,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p13,2025,2
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,14,19,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p14,2025,2
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,15,12,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p15,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,16,122,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p16,2025,2
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2025/2025-02-13-annual-address/,Norges Bank,2025-02-13,18:00,p,17,42,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address_,https___www_norges_bank_no_en_news_events_news_Speeches_2025_2025_02_13_annual_address__p17,2025,2
